house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Apartment ,Sector 9 Rohini,Delhi,28.71616554,77.12406921,24000,INR,2.0,2.0,Negotiable,0.31,Posted a year ago,"A 2 bhk property is available for rent in Sector 9 Rohini, Delhi. It is a semi-furnished property. It is on 4th floor. The building has a total of 4 floor(s). It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. "," 48,000",Semi-Furnished,2,BHK,900.0,279.85
Apartment ,Sector 9 Rohini,Delhi,28.72058678,77.12262726,30000,INR,2.0,2.0,Negotiable,0.28,Posted a year ago,"It has area of 1230 sqft and is available at a rent of Rs. 30,000. Its main door is facing west direction. The property has 2 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 60,000",Semi-Furnished,3,BHK,1230.0,349.81
Apartment ,Sector 9 Rohini,Delhi,28.71616554,77.12406921,38000,INR,2.0,2.0,Not Negotiable,0.37,Posted a year ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Sector 9 Rohini. It has area of 1200 sqft and is available at a rent of Rs. 38,000. It is a semi-furnished property. It is located on the 1st floor(out of a total of 4 floor(s)). It is facing east direction. It is made in way to provide a comfortable living for the residents. Contact us for more details. "," 76,000",Semi-Furnished,3,BHK,1200.0,443.1
Apartment ,Sector 9 Rohini,Delhi,28.71422958,77.12690735,31000,INR,2.0,2.0,Negotiable,0.3,Posted a year ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in New arya co Operative group housing society private ltd Bhagirathi Apartments, one of the most prestigious projects of Sector 9 Rohini. It has area of 1200 sqft and is available at a rent of Rs. 31,000. The house is semi-furnished. Itâs on 4th floor out of 4 floors building. It has club house. Other amenities include gymnasium, maintenance staff, intercom, rain water harvesting, 24 x 7 security, car parking and power backup. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. "," 62,000",Semi-Furnished,3,BHK,1200.0,361.47
Villa ,Prithviraj Road,Delhi,28.6001606,77.22097778,1010102,INR,4.0,2.0,Not Negotiable,2.0,Posted 2 months ago,Its four bhk villa in the super location of Delhi central prithviraj road it is the super location road bank ATM school college all r on walking distance," 40,10,105",Unfurnished,4,BHK,5896.0,11778.24
Villa ,Prithviraj Road,Delhi,28.6001606,77.22097778,1220102,INR,4.0,2.0,Not Negotiable,2.41,Posted 2 months ago,Its four bhk villa in the super location of Delhi central prithviraj road it is the super location road bank ATM school college all r on walking distance," 40,10,101",Unfurnished,4,BHK,5896.0,14226.94
Villa ,Malcha Marg,Delhi,28.60173035,77.18534088,1401101,INR,4.0,2.0,Not Negotiable,2.77,Posted 2 months ago,It has area of 5896 sqft and is available at a rent of Rs. 14.01 lac. It is an unfurnished property. Its main door is facing northeast direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ," 54,01,014",Unfurnished,4,BHK,5896.0,16337.47
Villa ,Malcha Marg,Delhi,28.60173035,77.18534088,1418181,INR,4.0,2.0,Not Negotiable,2.8,Posted 2 months ago,"A spacious 5 bhk villa is available for rental in Malcha Marg, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 14.18 lac . It is facing northeast direction. It is made in way to provide a comfortable living. Contact us for more details. "," 41,02,005",Unfurnished,5,BHK,5896.0,16536.63
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301101,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,100",Unfurnished,3,BHK,2856.0,3510.97
Independent Floor ,West End,Delhi,28.57413292,77.16131592,504105,INR,3.0,2.0,Not Negotiable,2.06,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 15,48,118",Unfurnished,3,BHK,2856.0,5878.09
Independent Floor ,West End,Delhi,28.57413292,77.16131592,310102,INR,3.0,2.0,Not Negotiable,1.27,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 18,18,188",Unfurnished,3,BHK,2856.0,3615.93
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301102,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,102",Unfurnished,3,BHK,2856.0,3510.98
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301101,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,202",Unfurnished,3,BHK,2856.0,3510.97
Independent Floor ,West End,Delhi,28.57413292,77.16131592,504105,INR,3.0,2.0,Not Negotiable,2.06,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 15,40,105",Unfurnished,3,BHK,2856.0,5878.09
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301102,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,101",Unfurnished,3,BHK,2856.0,3510.98
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301101,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 18,18,282",Unfurnished,3,BHK,2856.0,3510.97
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401102,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,It has area of 6521 sqft and is available at a rent of Rs. 4.01 lac. It is on 3rd floor. The building has a total of 4 floor(s). It is east facing property. It has 4 bathrooms and 2 balconies. Please contact for more details. ," 10,10,202",Unfurnished,5,BHK,6521.0,4677.03
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"Well designed 5 bhk builder floor is available at a prime location in Anand Niketan. It has a built-up area of 6521 sqft and is available for rent at Rs. 4.01 lac per month . The house is unfurnished. It is located on the 3rd floor(out of a total of 4 floor(s)). It is east facing property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. "," 10,12,020",Unfurnished,5,BHK,6521.0,4675.98
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,541114,INR,4.0,2.0,Not Negotiable,1.01,Posted a year ago,"A spacious 5 bhk builder floor is available for rental in Vasant Vihar, Delhi. It has a built-up area of 6251 sqft and is available for rent at Rs. 5.41 lac per month . The house is unfurnished. It is on the 2nd floor of the building (total number of floors are 4). It is east facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. "," 15,41,611",Unfurnished,5,BHK,6251.0,6309.63
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,It is an unfurnished property. It is on the 2nd floor of the building (total number of floors are 4). It is east facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ," 10,10,101",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,301011,INR,4.0,2.0,Not Negotiable,0.56,Posted a year ago,"It has area of 6251 sqft and is available at a rent of Rs. 3.01 lac. It is an unfurnished property. It is on the 2nd floor of the building (total number of floors are 4). The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,10,101",Unfurnished,4,BHK,6251.0,3509.92
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,235925,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,Its three bhk builder floor in the super location of delhi south safderjung enclave it is the super location road bank atm school collegeball r on walking destance," 7,51,184",Unfurnished,3,BHK,2856.0,2750.99
Independent House ,Vasant Vihar,Delhi,28.55739021,77.15714264,401014,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"Itâs a 5 bhk independent house situated in Vasant Vihar. The house is unfurnished. It is east facing property. It has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,10,201",Unfurnished,5,BHK,6521.0,4676.0
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,804014,INR,4.0,2.0,Not Negotiable,1.44,Posted a year ago,"A 4 bhk property is available for rent in Vasant Vihar, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 8.04 lac. It is an unfurnished property. It is east facing property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. "," 25,46,118",Unfurnished,4,BHK,6521.0,9375.16
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,640101,INR,4.0,2.0,Not Negotiable,1.14,Posted a year ago,This spacious 5 bhk villa is available for rental and is located in the heart of Vasant Vihar. It has area of 6521 sqft and is available at a rent of Rs. 6.40 lac. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. Kindly call us for details. ," 25,46,161",Unfurnished,5,BHK,6521.0,7463.86
Villa ,Vasant Vihar,Delhi,28.55739021,77.15714264,540101,INR,4.0,2.0,Not Negotiable,1.41,Posted a year ago,"A 4 bhk property is available for rent in Vasant Vihar, Delhi. It has an area of 4462 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 5.40 lac . It is an unfurnished property. It is east facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact for more details. "," 15,46,181",Unfurnished,4,BHK,4462.0,6297.82
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,301011,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Safdarjung Enclave. It has area of 2856 sqft and is available at a rent of Rs. 3.01 lac. Its main door is facing east direction. The property has 3 bathrooms and 2 balconies. Please contact us for more details. ," 18,18,011",Unfurnished,3,BHK,2856.0,3509.92
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,301011,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Safdarjung Enclave. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is on the 3rd floor of the building (total number of floors are 4). It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ," 10,10,101",Unfurnished,3,BHK,2856.0,3509.92
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south sagderjung enclave it is the super location road bank atm school college all r on walking destance," 10,10,101",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Safdarjung Enclave,Delhi,28.56125832,77.19052124,235592,INR,3.0,2.0,Not Negotiable,0.97,Posted a year ago,Its three bhk builder floor in the super location of delhibsouth sagderjung enclave it is the super location road bank atm school college all r on walking destance," 7,54,111",Unfurnished,3,BHK,2846.0,2747.11
